mode,seq,arrival_timestamp,esp_time_ms,raw_value,filtered_cloud,filtered_edge,cloud_processing_ms,edge_processing_ms,arrival_interval_ms,sender_ip,sender_port
B,176,1777386906.8842995,8850.0,1.239353,,1.035324,0.0,24.341,52.693843841552734,192.168.100.219,1235
B,177,1777386906.9312067,8900.0,0.483231,,0.930434,0.0,24.483999,46.90718650817871,192.168.100.219,1235
B,178,1777386906.988533,8950.0,0.669927,,0.876502,0.0,24.443001,57.326316833496094,192.168.100.219,1235
B,179,1777386907.0360222,9000.0,-0.075595,,0.718409,0.0,24.475,47.489166259765625,192.168.100.219,1235
B,180,1777386907.086009,9050.0,-0.673592,,0.490023,0.0,24.552999,49.986839294433594,192.168.100.219,1235
B,181,1777386907.1310108,9100.0,0.370712,,0.459281,0.0,24.429001,45.00174522399902,192.168.100.219,1235
B,182,1777386907.1826534,9150.0,-0.907749,,0.220184,0.0,24.594,51.642656326293945,192.168.100.219,1235
B,183,1777386907.24815,9200.0,-0.632617,,0.063909,0.0,24.464001,65.49668312072754,192.168.100.219,1235
B,184,1777386907.2832363,9250.0,-1.968837,,-0.294253,0.0,24.516001,35.08615493774414,192.168.100.219,1235
B,185,1777386907.3314095,9300.0,-3.447132,,-0.874485,0.0,24.518,48.17318916320801,192.168.100.219,1235
B,186,1777386907.3815582,9350.0,-2.099964,,-1.100027,0.0,24.613001,50.148725509643555,192.168.100.219,1235
B,187,1777386907.4315836,9400.0,-2.341192,,-1.293136,0.0,24.493999,50.02546310424805,192.168.100.219,1235
B,188,1777386907.4817367,9450.0,-2.153248,,-1.4344,0.0,24.459,50.15301704406738,192.168.100.219,1235
B,189,1777386907.5378375,9500.0,-2.906967,,-1.664493,0.0,24.521999,56.10084533691406,192.168.100.219,1235
B,190,1777386907.584331,9550.0,-2.222547,,-1.748659,0.0,24.424999,46.4935302734375,192.168.100.219,1235
B,191,1777386907.6320896,9600.0,-1.935277,,-1.785447,0.0,24.417,47.75857925415039,192.168.100.219,1235
B,192,1777386907.687657,9650.0,-1.930258,,-1.806765,0.0,24.445999,55.56750297546387,192.168.100.219,1235
B,193,1777386907.7319942,9700.0,-2.868802,,-1.974129,0.0,24.549,44.33703422546387,192.168.100.219,1235
B,194,1777386907.7813952,9750.0,-1.312567,,-1.862184,0.0,24.358999,49.401044845581055,192.168.100.219,1235
B,195,1777386907.8410707,9800.0,-1.766008,,-1.844811,0.0,24.416,59.67545509338379,192.168.100.219,1235
B,196,1777386907.8812673,9850.0,-2.372931,,-1.93658,0.0,24.492001,40.19665718078613,192.168.100.219,1235
B,197,1777386907.9376915,9900.0,-1.196593,,-1.829864,0.0,24.489,56.42414093017578,192.168.100.219,1235
B,198,1777386907.9815829,9950.0,-0.640743,,-1.617326,0.0,24.514,43.89142990112305,192.168.100.219,1235
B,199,1777386908.040888,10000.0,-0.124833,,-1.383546,0.0,24.533001,59.30519104003906,192.168.100.219,1235
B,200,1777386908.0829566,10050.0,-0.445117,,-1.237648,0.0,24.482,42.0684814453125,192.168.100.219,1235
B,201,1777386908.1444776,10100.0,0.42836,,-0.9826,0.0,24.591,61.521053314208984,192.168.100.219,1235
B,202,1777386908.1811743,10150.0,-0.312955,,-0.88811,0.0,24.443001,36.696672439575195,192.168.100.219,1235
B,203,1777386908.2312937,10200.0,1.116244,,-0.614781,0.0,24.546,50.11940002441406,192.168.100.219,1235
B,204,1777386908.2893445,10250.0,0.852858,,-0.429714,0.0,24.541,58.05087089538574,192.168.100.219,1235
B,205,1777386908.3333538,10300.0,0.977272,,-0.253347,0.0,24.608,44.00920867919922,192.168.100.219,1235
B,206,1777386908.38528,10350.0,1.239072,,-0.059516,0.0,24.525,51.9261360168457,192.168.100.219,1235
B,207,1777386908.4412885,10400.0,2.137762,,0.25097,0.0,24.568001,56.00857734680176,192.168.100.219,1235
B,208,1777386908.48236,10450.0,2.152796,,0.564847,0.0,24.466999,41.071414947509766,192.168.100.219,1235
B,209,1777386908.550763,10500.0,1.557558,,0.735005,0.0,24.496,68.40300559997559,192.168.100.219,1235
B,210,1777386908.5842028,10550.0,0.628971,,0.722935,0.0,24.283001,33.43987464904785,192.168.100.219,1235
B,211,1777386908.6350148,10600.0,2.990824,,1.090943,0.0,24.528,50.8120059967041,192.168.100.219,1235
B,212,1777386908.6822722,10650.0,2.901215,,1.340924,0.0,24.568001,47.257423400878906,192.168.100.219,1235
B,213,1777386908.7455797,10700.0,1.734319,,1.397995,0.0,24.424999,63.30752372741699,192.168.100.219,1235
B,214,1777386908.8014,10750.0,0.110761,,1.211289,0.0,24.524,55.82022666931152,192.168.100.219,1235
B,215,1777386908.8443556,10800.0,0.250167,,1.060126,0.0,24.419001,42.955636978149414,192.168.100.219,1235
B,216,1777386908.9008007,10850.0,0.751523,,1.015384,0.0,24.313,56.44512176513672,192.168.100.219,1235
B,217,1777386908.9630134,10900.0,-0.003242,,0.840297,0.0,24.490999,62.21270561218262,192.168.100.219,1235
B,218,1777386908.9972796,10950.0,-0.243538,,0.649832,0.0,24.419001,34.26623344421387,192.168.100.219,1235
B,219,1777386909.0539432,11000.0,0.775058,,0.671534,0.0,24.367001,56.66351318359375,192.168.100.219,1235
B,220,1777386909.0929008,11050.0,-0.275754,,0.509111,0.0,24.572001,38.95759582519531,192.168.100.219,1235
B,221,1777386909.1476493,11100.0,-1.288487,,0.211593,0.0,24.524,54.74853515625,192.168.100.219,1235
B,222,1777386909.187548,11150.0,-2.632016,,-0.220234,0.0,24.598,39.89863395690918,192.168.100.219,1235
B,223,1777386909.2514288,11200.0,-1.013503,,-0.323104,0.0,24.475,63.88092041015625,192.168.100.219,1235
B,224,1777386909.3264225,11250.0,-1.031051,,-0.422564,0.0,24.462999,74.99361038208008,192.168.100.219,1235
B,225,1777386909.3433483,11300.0,-1.0684,,-0.518232,0.0,24.488001,16.925811767578125,192.168.100.219,1235
B,226,1777386909.3984232,11350.0,-1.624959,,-0.670981,0.0,24.481001,55.07493019104004,192.168.100.219,1235
B,227,1777386909.444397,11400.0,-2.943967,,-1.012595,0.0,24.518999,45.973777770996094,192.168.100.219,1235
B,228,1777386909.5072818,11450.0,-2.597334,,-1.236492,0.0,24.563,62.88480758666992,192.168.100.219,1235
B,229,1777386909.5477467,11500.0,-1.585655,,-1.276686,0.0,24.334999,40.46487808227539,192.168.100.219,1235
B,230,1777386909.5932896,11550.0,-2.109186,,-1.400397,0.0,24.421,45.54295539855957,192.168.100.219,1235
B,231,1777386909.6424985,11600.0,-2.363934,,-1.552679,0.0,24.495001,49.208879470825195,192.168.100.219,1235
B,232,1777386909.694995,11650.0,-1.323472,,-1.525212,0.0,24.459,52.49643325805664,192.168.100.219,1235
B,233,1777386909.7316902,11700.0,-2.868049,,-1.740415,0.0,24.552999,36.695241928100586,192.168.100.219,1235
B,234,1777386909.7820442,11750.0,-0.145436,,-1.497594,0.0,24.544001,50.35400390625,192.168.100.219,1235
B,235,1777386909.8335807,11800.0,-2.716056,,-1.675496,0.0,24.549,51.53656005859375,192.168.100.219,1235
B,236,1777386909.8912334,11850.0,-1.026984,,-1.586605,0.0,24.471001,57.65271186828613,192.168.100.219,1235
B,237,1777386909.9312918,11900.0,-1.208917,,-1.533552,0.0,24.535,40.05837440490723,192.168.100.219,1235
B,238,1777386909.9845278,11950.0,0.04861,,-1.301306,0.0,24.597,53.23600769042969,192.168.100.219,1235
